	AES67594_MEDTR	AES67597_MEDTR	AES88831_MEDTR	AES88833_MEDTR	AES88841_MEDTR	AES89204_MEDTR	AET04273_MEDTR	AT5G02560.2_ARATH	AT5G59870.1_ARATH	BGIOSGA003601-PA_ORYSI	BGIOSGA010990-PA_ORYSI	BGIOSGA017910-PA_ORYSI	BGIOSGA019051-PA_ORYSI	BGIOSGA023949-PA_ORYSI	BRADI1G66360.1_BRADI	BRADI1G66370.1_BRADI	BRADI2G23090.1_BRADI	BRADI2G37327.1_BRADI	BRADI2G62450.1_BRADI	BRADI4G28560.1_BRADI	Bra002523.1-P_BRARP	Bra006688.1-P_BRARP	Bra020278.1-P_BRARP	Bra028869.1-P_BRARP	EMJ07276_PRUPE	EMJ07281_PRUPE	EMT01847_AEGTA	EMT03043_AEGTA	EMT03189_AEGTA	EMT06530_AEGTA	EMT06531_AEGTA	EMT10820_AEGTA	EMT12331_AEGTA	EMT12804_AEGTA	EMT13611_AEGTA	EMT13903_AEGTA	EMT16548_AEGTA	EMT17582_AEGTA	EMT17583_AEGTA	EMT17897_AEGTA	EMT17934_AEGTA	EMT21048_AEGTA	EMT21049_AEGTA	EMT21050_AEGTA	EMT21051_AEGTA	EMT22427_AEGTA	EMT24732_AEGTA	EMT24733_AEGTA	EMT27732_AEGTA	EMT29882_AEGTA	EMT31039_AEGTA	EMT33769_AEGTA	ERN10168_AMBTC	ERN17007_AMBTC	GLYMA13G40890.1_SOYBN	GLYMA13G40900.1_SOYBN	GLYMA13G40940.1_SOYBN	GLYMA15G04520.1_SOYBN	GLYMA15G04530.1_SOYBN	GLYMA15G04540.1_SOYBN	GRMZM2G003306_P01_MAIZE	GRMZM2G028955_P01_MAIZE	GRMZM2G047813_P01_MAIZE	GRMZM2G109448_P01_MAIZE	GRMZM2G130746_P02_MAIZE	GRMZM2G305046_P02_MAIZE	GRMZM2G448458_P01_MAIZE	GSMUA_Achr10P02580_001_MUSAM	GSMUA_Achr3P17690_001_MUSAM	OB03G22660.1_ORYBR	OB05G11010.1_ORYBR	OB05G26920.1_ORYBR	OB11G27430.1_ORYBR	OBART01G16960.1_ORYBA	OBART03G12610.1_ORYBA	OBART05G01020.1_ORYBA	OBART05G19360.1_ORYBA	OBART07G21210.1_ORYBA	OGLUM01G19750.1_ORYGU	OGLUM03G12670.1_ORYGU	OGLUM05G01030.1_ORYGU	OGLUM05G20430.1_ORYGU	OGLUM07G21070.1_ORYGU	OMERI01G14920.1_ORYME	OMERI03G11880.1_ORYME	OMERI05G01050.1_ORYME	OMERI05G15990.1_ORYME	ONIVA01G18570.1_ORYNI	ONIVA01G18620.1_ORYNI	ONIVA05G01040.1_ORYNI	ONIVA05G20230.1_ORYNI	ONIVA07G19880.1_ORYNI	OPUNC01G44610.1_ORYPU	OPUNC03G12170.1_ORYPU	OPUNC05G00910.1_ORYPU	OPUNC05G17010.1_ORYPU	ORGLA01G0138500.1_ORYGL	ORGLA03G0121800.1_ORYGL	ORGLA05G0010500.1_ORYGL	ORGLA05G0167900.1_ORYGL	OS01T0502700-00_ORYSJ	OS03T0279200-01_ORYSJ	OS05T0113900-01_ORYSJ	OS05T0461400-02_ORYSJ	PGSC0003DMT400023064_SOLTU	PGSC0003DMT400040216_SOLTU	PGSC0003DMT400063677_SOLTU	POPTR_0006s08230.1_POPTR	Sb01g000950.1_SORBI	Sb01g039240.1_SORBI	Sb01g039250.1_SORBI	Sb02g004970.1_SORBI	Sb02g030950.1_SORBI	Sb08g017770.1_SORBI	Sb09g001520.1_SORBI	Sb09g022690.1_SORBI	Si003187m_SETIT	Si003829m_SETIT	Si023495m_SETIT	Si023519m_SETIT	Si031363m_SETIT	Si037849m_SETIT	Solyc01g099410.2.1_SOLLC	Solyc09g010400.2.1_SOLLC	Solyc11g073250.1.1_SOLLC	Solyc11g073260.1.1_SOLLC	Traes_1AL_529A94293.2_WHEAT	Traes_1AS_6AA4114A2.1_WHEAT	Traes_1AS_E774FAB9E.1_WHEAT	Traes_1BL_C0641E11A.3_WHEAT	Traes_1BL_CD551493D.2_WHEAT	Traes_1BS_2A71352D5.1_WHEAT	Traes_1BS_D0D706E9B.1_WHEAT	Traes_1DS_35B7AED4C.2_WHEAT	Traes_1DS_BF178847F.1_WHEAT	Traes_2AL_947B9F28E.1_WHEAT	Traes_2BL_A15A34503.1_WHEAT	Traes_3AS_683116F59.1_WHEAT	Traes_3B_3B210BD36.1_WHEAT	Traes_3B_B3A1F7BD1.1_WHEAT	Traes_4AS_B97A404E2.2_WHEAT	Traes_4BL_96E367077.2_WHEAT	Traes_4DL_42DA368D9.1_WHEAT	Traes_4DL_507A8E1EF.2_WHEAT	Traes_5BL_19128EEFA.1_WHEAT	Traes_5BL_404F6E798.1_WHEAT	Traes_5BL_45451B547.1_WHEAT	Traes_5BL_63EB80862.1_WHEAT	Traes_5BL_79B9D50251.2_WHEAT	Traes_5BL_877AD3678.2_WHEAT	Traes_5BL_A1589C4D7.1_WHEAT	Traes_5BL_A3D471A6F.1_WHEAT	Traes_5BL_A3D471A6F1.1_WHEAT	Traes_5BL_A3D471A6F2.1_WHEAT	Traes_5BL_B27792F88.1_WHEAT	Traes_5DL_18F2E78E0.1_WHEAT	Traes_5DL_3C2246C3A.2_WHEAT	Traes_5DL_A163E89E9.1_WHEAT	Traes_5DL_B16FE3C7F.1_WHEAT	Traes_5DL_B5491B1D9.2_WHEAT	Traes_6AS_0520AAF4F.1_WHEAT	Traes_6AS_2A59D8EDC.1_WHEAT	Traes_6AS_32423383C.1_WHEAT	Traes_6AS_390A9B9F4.2_WHEAT	Traes_6AS_6C7C4893E.1_WHEAT	Traes_6AS_6DE9185A5.2_WHEAT	Traes_6AS_72D1A1EC7.2_WHEAT	Traes_6AS_7468DD2B7.1_WHEAT	Traes_6AS_8B3190A99.2_WHEAT	Traes_6AS_96DADEE3D.1_WHEAT	Traes_6AS_991B780D1.2_WHEAT	Traes_6AS_AFBB715C3.3_WHEAT	Traes_6AS_F489CFAC9.1_WHEAT	Traes_6BS_8DA290AC9.1_WHEAT	Traes_6DS_0365E27DF.1_WHEAT	Traes_6DS_0896B94C8.1_WHEAT	Traes_6DS_26310F0F6.2_WHEAT	Traes_6DS_33D6888AF.4_WHEAT	Traes_6DS_536814F70.2_WHEAT	Traes_6DS_6BD4CA5B2.2_WHEAT	Traes_6DS_C73A2C9BC.1_WHEAT	Traes_7AL_0B358E4B4.2_WHEAT	Traes_7AL_9ED6357DA.1_WHEAT	Traes_7AL_E26BF5CB1.1_WHEAT	Traes_7AL_FC7B2C8E0.1_WHEAT	Traes_7BL_03672735D.1_WHEAT	Traes_7BL_69588C86C.2_WHEAT	Traes_7BS_BEE011652.1_WHEAT	Traes_7DL_374E11131.2_WHEAT	Traes_7DL_4380D9B78.1_WHEAT	Traes_7DL_7475BCD31.1_WHEAT	Traes_7DL_98EC3AE06.1_WHEAT	Traes_7DL_C4A5DCDDA.2_WHEAT	VIT_00s0194g00360.t01_VITVI	VIT_00s0259g00020.t01_VITVI	VIT_00s0259g00040.t01_VITVI	VIT_00s0753g00020.t01_VITVI	VIT_06s0004g04270.t01_VITVI	VIT_08s0040g03300.t01_VITVI	fgenesh1_pg.C_scaffold_8001991_ARALL	fgenesh1_pg.C_scaffold_8001992_ARALL
Si031363m_SETIT	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0	0	0	0	0	0	0.1	0.1	0	0.1	0.1	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0.1	0.1	0	0	0	0.1	0.1	0	0	0	0.1	0.1	0	0	0.1	0.1	0	0	0	0.1	0.1	0	0	0.1	0.1	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1
Si037849m_SETIT	0	0	0	0	0	0	0	0	0.1	0	0	0	0.1	0.1	0	0	0	0	0	0	0.1	0.1	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0.1	0	0.1	0	0	0.1	0	0.1	0.1	0	0.1	0	0	0	0.1	0	0.1	0	0	0.1	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0.1	0.2	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1
Solyc01g099410.2.1_SOLLC	0.3	0.1	0.3	0	0.3	0.2	0.1	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	0	0.1	0.1	0	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	0.1	0.1	0	0.1	0.4	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0	0	0	0	0	0.1	0	0	0.1	0	0	0	0.1	0	0	0.1	0	0	0	0	0.1	0.1	0	0	0.1	0	0.1	0	0.1	0	0	0.1	0.1	0	0	0	0	0	0	0	0
Solyc09g010400.2.1_SOLLC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0
Solyc11g073250.1.1_SOLLC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc11g073260.1.1_SOLLC	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Traes_1AL_529A94293.2_WHEAT	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.4	0	0	0	0.1	0.1	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0.4	0	0	0	0	0.1	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1
Traes_1AS_6AA4114A2.1_WHEAT	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1
Traes_1AS_E774FAB9E.1_WHEAT	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1
Traes_1BL_C0641E11A.3_WHEAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Traes_1BL_CD551493D.2_WHEAT	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.3	0	0	0	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1
Traes_1BS_2A71352D5.1_WHEAT	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1
Traes_1BS_D0D706E9B.1_WHEAT	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1
Traes_1DS_35B7AED4C.2_WHEAT	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1
Traes_1DS_BF178847F.1_WHEAT	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1
Traes_2AL_947B9F28E.1_WHEAT	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1
Traes_2BL_A15A34503.1_WHEAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Traes_3AS_683116F59.1_WHEAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Traes_3B_3B210BD36.1_WHEAT	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0.1	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1
Traes_3B_B3A1F7BD1.1_WHEAT	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	0	0.2	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	1	0.4	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1
Traes_4AS_B97A404E2.2_WHEAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.1	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Traes_4BL_96E367077.2_WHEAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Traes_4DL_42DA368D9.1_WHEAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.3	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.1	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
